step,type,description,transparency,agents,value,action,reason,wage,worker_id,target_id,source
0,initial_hire,Poor_1 初始被 Rich_181 雇佣，工资 2.08,False,"Poor_1,Rich_181",,,,2.08,,,
0,initial_hire,Poor_2 初始被 Rich_182 雇佣，工资 2.14,False,"Poor_2,Rich_182",,,,2.14,,,
0,initial_hire,Poor_3 初始被 Rich_183 雇佣，工资 2.06,False,"Poor_3,Rich_183",,,,2.06,,,
0,initial_hire,Poor_4 初始被 Rich_184 雇佣，工资 2.35,False,"Poor_4,Rich_184",,,,2.35,,,
0,initial_hire,Poor_5 初始被 Rich_185 雇佣，工资 2.12,False,"Poor_5,Rich_185",,,,2.12,,,
0,initial_hire,Poor_6 初始被 Rich_186 雇佣，工资 3.95,False,"Poor_6,Rich_186",,,,3.95,,,
0,initial_hire,Poor_7 初始被 Rich_187 雇佣，工资 2.01,False,"Poor_7,Rich_187",,,,2.01,,,
0,initial_hire,Poor_8 初始被 Rich_188 雇佣，工资 2.69,False,"Poor_8,Rich_188",,,,2.69,,,
0,initial_hire,Poor_9 初始被 Rich_189 雇佣，工资 2.11,False,"Poor_9,Rich_189",,,,2.11,,,
0,initial_hire,Poor_10 初始被 Rich_190 雇佣，工资 2.06,False,"Poor_10,Rich_190",,,,2.06,,,
0,initial_hire,Poor_11 初始被 Rich_191 雇佣，工资 3.68,False,"Poor_11,Rich_191",,,,3.68,,,
0,initial_hire,Poor_12 初始被 Rich_192 雇佣，工资 3.38,False,"Poor_12,Rich_192",,,,3.38,,,
0,initial_hire,Poor_13 初始被 Rich_193 雇佣，工资 3.42,False,"Poor_13,Rich_193",,,,3.42,,,
0,initial_hire,Poor_14 初始被 Rich_194 雇佣，工资 2.33,False,"Poor_14,Rich_194",,,,2.33,,,
0,initial_hire,Poor_15 初始被 Rich_195 雇佣，工资 3.59,False,"Poor_15,Rich_195",,,,3.59,,,
0,initial_hire,Poor_16 初始被 Rich_196 雇佣，工资 3.62,False,"Poor_16,Rich_196",,,,3.62,,,
0,initial_hire,Poor_17 初始被 Rich_197 雇佣，工资 3.27,False,"Poor_17,Rich_197",,,,3.27,,,
0,initial_hire,Poor_18 初始被 Rich_198 雇佣，工资 2.09,False,"Poor_18,Rich_198",,,,2.09,,,
0,initial_hire,Poor_19 初始被 Rich_199 雇佣，工资 2.86,False,"Poor_19,Rich_199",,,,2.86,,,
0,initial_hire,Poor_20 初始被 Rich_200 雇佣，工资 2.51,False,"Poor_20,Rich_200",,,,2.51,,,
0,initial_hire,Poor_21 初始被 Rich_181 雇佣，工资 3.72,False,"Poor_21,Rich_181",,,,3.72,,,
0,initial_hire,Poor_22 初始被 Rich_182 雇佣，工资 3.26,False,"Poor_22,Rich_182",,,,3.26,,,
0,initial_hire,Poor_23 初始被 Rich_183 雇佣，工资 3.21,False,"Poor_23,Rich_183",,,,3.21,,,
